,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
446,Daikin Industries,36.015,20.666999999999998,1.7057,23.413,447,Materials,Construction Materials,Asia,Japan,Japan,,Masanori Togawa,http://www.forbes.com/companies/daikin-industries/,0.072852689,0.08253254,"Daikin Industries, Ltd. (ダイキン工業株式会社, Daikin Kōgyō Kabushiki-gaisha) is a Japanese multinational air conditioning manufacturing company headquartered in Osaka. It has operations in Japan, China, Australia, United States, India, Southeast Asia, Europe, Middle East, Latin America, and Africa.
Daikin is the inventor of variable refrigerant flow (VRF) air conditioners. Having failed to trademark ""VRF"", Daikin later remarketed the systems as ""VRV"" (variable refrigerant volume). Daikin is an innovator in the split system air conditioning market, having made the first split and multi-split air conditioners. Daikin co-developed the R-410A refrigerant with Carrier."
447,Couche Tard,23.649,47.213,1.535,22.941999999999997,448,Consumer Staples,Food Retail,North America,Canada,Canada,,Brian Hannasch,http://www.forbes.com/companies/couche-tard/,0.066907855,0.032512232,"Alimentation Couche-Tard Inc., or simply Couche-Tard, is a Canadian multinational operator of convenience stores. The company has 15,000 stores across Canada, the United States, Mexico, Ireland, Norway, Sweden,  Denmark, Estonia, Latvia, Lithuania, Poland, Russia, Japan, China, and Indonesia. The company operates its corporate stores mainly under the Couche-Tard, Circle K and  On the Run brands, but also under the affiliated brands 7-jours, Dairy Mart, Daisy Mart and Winks.
The flagship Couche-Tard and Mac's stores, as well as some older Winks outlets, prominently feature a distinctive anthropomorphic red, winking owl. This mascot, named ""Jandrice"", was inherited from the Provi-Soir / Winks chain when it was absorbed in the late 1990s.
Founded by current chairman Alain Bouchard, the corporation is based in Laval, Quebec, Canada, a suburb of Montreal.
In French, ""couche-tard"" literally means ""(the type of person who) goes to bed late"", with connotations very similar to ""night owl"" in English."
448,Kansai Electric Power,12.987,28.274,1.3704,65.68,449,Utilities,Electric Utilities,Asia,Japan,Japan,,Makoto Yagi,http://www.forbes.com/companies/kansai-electric-power/,0.020864799,0.048468557999999995,"The Kansai Electric Power Co., Inc. (関西電力株式会社, Kansai Denryoku Kabushiki-gaisha, KEPCO), also known as Kanden (関電), is an electric utility with its operational area of Kansai region, Japan (including the Kobe-Osaka-Kyoto megalopolis).
The Kansai region is Japan's second-largest industrial area, and in normal times, its most nuclear-reliant. Before the Fukushima nuclear disaster, a band of 11 nuclear reactors – north of the major cities Osaka and Kyoto – supplied almost 50 percent of the region's power. As of January 2012, only one of those reactors was still running. In March 2012, the last reactor was taken off the powergrid."
449,Poste Italiane,12.714,37.719,0.7771,243.36599999999999,450,Financials,Life & Health Insurance,Europe,Italy,Italy,,Matteo del Fante,http://www.forbes.com/companies/poste-italiane/,0.003193133,0.020602349,"Poste Italiane S.p.A. (Italian Post) is the Italian postal service provider. Besides providing postal services, Gruppo Poste Italiane offers integrated communication, postal savings products, logistics, financial and insurance services throughout Italy."
450,ASML Holding,85.37799999999999,10.978,2.6925,22.93,451,Information Technology,Semiconductors,Europe,Netherlands,Netherlands,,Peter Wennink,http://www.forbes.com/companies/asml-holding/,0.11742259,0.24526325399999999,ASML Holding N.V. is a Dutch company and currently the largest supplier in the world of photolithography systems for the semiconductor industry.  The company manufactures machines for the production of integrated circuits. The company is a component of the Euro Stoxx 50 and NASDAQ-100.
451,American International Group,47.443000000000005,50.275,-6.331,499.14300000000003,452,Financials,Diversified Insurance,North America,United States,New York,New York,Brian Duperreault,http://www.forbes.com/companies/american-international-group/,-0.01268374,-0.125927399,"American International Group, Inc., also known as AIG, is an American multinational finance and insurance corporation with operations in more than 80 countries and jurisdictions. As of January 1, 2019, AIG companies employed 49,600 people. The company operates through three core businesses: General Insurance, Life & Retirement, and a standalone technology-enabled subsidiary. General Insurance includes Commercial, Personal Insurance, U.S. and International field operations. Life & Retirement includes Group Retirement, Individual Retirement, Life, and Institutional Markets.
AIG is a sponsor of AIG Women’s Open (golf) and of New Zealand Rugby (AIG All blacks).
AIG's corporate headquarters are in New York City and the company also has offices around the world. AIG serves 87 % of the Fortune Global 500 and 83 % of the Forbes 2000. AIG was ranked 60th on the 2018 Fortune 500 list. According to the 2016 Forbes Global 2000 list, AIG is the 87th largest public company in the world. On December 31, 2017, AIG had $65.2 billion in shareholder equity.During the financial crisis of 2008, the Federal Reserve bailed the company out for $180 billion and assumed control, with the Financial Crisis Inquiry Commission correlating AIG's failure with the mass sales of unhedged insurance. AIG repaid $205 billion to the United States government in 2012.

"
452,Chinatrust Financial,14.359000000000002,14.558,1.2235,179.46900000000002,453,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Wen Yen,http://www.forbes.com/companies/chinatrust-financial/,0.006817333,0.084043138,"CTBC Financial Holding Co., Ltd. (Former: ChinaTrust Financial Holding Company Ltd., Chinese: 中國信託金融控股) is a holding company  principally engaged in the finance industry through its eight major subsidiaries. Assets — $115.7 billion (2015). The holding company is based in CTBC Financial Park, Taipei, Taiwan.

CTBC Bank (former: Chinatrust Commercial Bank) at its core,
CTBC Securities Co.
CTBC Insurance Brokers Co.
CTBC Venture Capital Co.
CTBC Asset Management Co.
CTBC Bills Finance Corp.
CTBC Security Co.
Taiwan Lottery CorporationThe Company's products and services are classified into eight categories: banking, including corporate banking, consumer finance and retail banking; securities, including securities brokerage, trading and underwriting services, as well as the securities-related futures business; bill and bond, including brokerage, trading, underwriting, certification, guarantee and advisory services; insurance brokerage, providing property and life insurance services; venture capital, focusing on the high technology industries, such as telecommunications semiconductor industries; asset management, including the acquisition, management and processing of financial debts from financial institutions; security services, such as stationing of security guards in office buildings, and lottery, including issuance, marketing, promotion, prize drawing, prize claiming, and management."
453,Vodafone,75.957,48.206,-0.0198,173.87400000000002,454,Telecommunication Services,Telecommunications services,Europe,United Kingdom,United Kingdom,,Vittorio Colao,http://www.forbes.com/companies/vodafone/,-0.000113876,-0.000410737,"Vodafone Group plc () is a British multinational telecommunications company. Its registered office and global headquarters are in Newbury, Berkshire, England. It predominantly operates services in Asia, Africa, Europe, and Oceania.
As of November 2020, Vodafone owned and operated networks in 22 countries, and had partner networks in 48 further countries. Its Vodafone Global Enterprise division provides telecommunications and IT services to corporate clients in 150 countries.Vodafone has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. The company has a secondary listing on Nasdaq.

"
454,National Commercial Bank,35.349000000000004,5.9510000000000005,2.6895,116.66799999999999,455,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Saeed Mohammed,http://www.forbes.com/companies/national-commercial-bank/,0.023052594,0.45194085,"The National Commercial Bank (NCB), also known as AlAhli Bank (Arabic: البنك الأهلي التجاري‎), is a Saudi Arabian bank. The institute is the largest bank by total asset in Saudi Arabia and the second-largest by market capitalization, and it's one of the largest Islamic banks in the world in terms of assets. NCB practices Islamic banking and finance. In 2014, NCB announced to turn itself into a fully Islamic bank in the next five years.

"
455,Wilmar International,14.969000000000001,43.821999999999996,1.2155,40.933,456,Consumer Staples,Food Processing,Asia,Singapore,Singapore,,Khoon Kuok,http://www.forbes.com/companies/wilmar-international/,0.029694867000000003,0.02773721,"Wilmar International Limited (Chinese: 丰益国际) is a Singaporean food processing and investment holding company that provides management services to its 400+ subsidiary companies. Founded in 1991, it is one of Asia's leading agribusiness groups alongside the COFCO Group. It ranks amongst the largest listed companies by market capitalisation on the Singapore Exchange (SGX), being the second largest as of September 2010. It was ranked 248th in the Fortune Global 500 list in 2018. It was ranked 3rd in the World's Most Admired Company (Food Production) by Fortune in 2019.Wilmar International business activities include oil palm cultivation, edible oils refining, oilseeds crushing, consumer pack edible oils processing and merchandising, specialty fats, oleochemicals, and biodiesel manufacturing, grains processing and merchandising, and sugar milling and refining. It has over 500 manufacturing plants and an extensive distribution network covering China, Indonesia, India and some 50 other countries. The group is backed by a multinational workforce of over 90,000 people.Wilmar's merchandising and processing segment encompasses merchandising of palm oil and laurics-related products, operations of palm oil processing and refinery plants and crushing, further processing and refining of a range of edible oils, oilseeds, grains and soybean. Its consumer products include edible oils, rice, flour and noodles in the China, Indonesia, Vietnam and India. Its plantation and palm oil mills segment engages in oil palm cultivation and milling. Other segments include manufacturing and distribution of fertiliser and ship-chartering services.

"
