,Company,Industry,Country,Market Value,Profits,Assets,Sales,Rank,Profits as % of Assets,Profits as % of Sales,description
10,Total,Oil & Gas Operations,France,112.9,14.74,164.66,223.15,11,0.0895177942426819,0.0660542236164015,"Total SE (French pronunciation: ​[tɔtal]; English:  or ) is a French multinational integrated oil and gas company founded in 1924 and one of the seven ""supermajor"" oil companies. Its businesses cover the entire oil and gas chain, from crude oil and natural gas exploration and production to power generation, transportation, refining, petroleum product marketing, and international crude oil and product trading. Total is also a large scale chemicals manufacturer.
Total has its head office in the Tour Total in La Défense district in Courbevoie, west of Paris. The company is a component of the Euro Stoxx 50 stock market index. In the 2020 Forbes Global 2000, Total SE was ranked as the 29th-largest public company in the world."
11,ICBC,Banking,China,170.83,11.16,1188.08,53.6,12,0.0093933068480237,0.208208955223881,"Industrial and Commercial Bank of China Limited (Chinese: 中国工商银行; pinyin: Zhōngguó gōngshāng yínháng; abb. ICBC) is a multinational Chinese banking company.
Founded as a limited company on 1 January 1984, ICBC is a state-owned commercial bank. With capital provided by the Ministry of Finance of China, the bank's Tier 1 capital in 2013 was the largest of one thousand global banks, being the first bank headquartered in China to achieve this distinction in modern history. Subsequently, ranked the largest bank in the world 2017 and 2018, by total assets, (31 December 2018, US$4027.44 billion ), ICBC was positioned at 1st in The Banker's Top 1000 World Banks ranking, every year from 2012 to 2019, and first (2019) on the Forbes Global 2000 list of the world's biggest public companies."
12,Gazprom,Oil & Gas Operations,Russia,74.55,26.78,276.81,97.29,13,0.0967450597883024,0.27525953335389003,"PJSC Gazprom (Russian: Газпром, IPA: [ɡɐsˈprom]) is a Russian majority state-owned multinational energy corporation headquartered in the Lakhta Center in Saint Petersburg. As of 2019, with sales over US$120 billion, it sits as the largest publicly-listed natural gas company in the world and the largest company in Russia by revenue. In the 2020 Forbes Global 2000, Gazprom was ranked as the 32nd -largest public company in the world.  Gazprom name is a portmanteau of the Russian words Gazovaya Promyshlennost (Russian: га́зовая промы́шленность – gas industry).
Gazprom is vertically integrated and is active in every area of the gas industry, including exploration and production, refining, transport, distribution and marketing, and power generation. In 2018, Gazprom produced twelve percent of the global output of natural gas, producing 497.6 billion cubic meters of natural and associated gas and 15.9 million tonnes of gas condensate. Gazprom then exports the gas through pipelines that the company builds and owns across Russia and abroad such as Nord Stream and TurkStream. In the same year, Gazprom has proven reserves of 35.1 trillion cubic meters of gas and 1.6 billion tons of gas condensate. Gazprom is also a large oil producer through its subsidiary Gazprom Neft, producing about 41 million tons of oil with reserves amounting to 2 billion tons. The company also has subsidiaries in industrial sectors including finance, media and aviation, and majority stakes in other companies.
Gazprom was created in 1989, when the Soviet Ministry of Gas Industry was converted to a corporation, becoming the first state-run corporate enterprise in the Soviet Union. After the Soviet Union's dissolution, Gazprom was privatized, retaining its Russia-based assets. At that time, Gazprom evaded taxes and state regulation and engaged in asset stripping. The company later returned to government control in the early 2000s, and since then, the company is involved in the Russian Government's diplomatic efforts, setting of gas prices, and access to pipelines.The company is mostly owned by the Russian government, via the Federal Agency for State Property Management and Rosneftegaz, while remaining shares are traded publicly. Gazprom has a listing in the Moscow Exchange and has a market capitalization of US$80.56 billion as of September 2019."
13,PetroChina,Oil & Gas Operations,China,270.56,19.94,145.14,114.32,14,0.137384594184925,0.17442267319804097,"PetroChina Company Limited (simplified Chinese: 中国石油天然气股份有限公司; traditional Chinese: 中國石油天然氣股份有限公司) is a Chinese oil and gas company and is the listed arm of state-owned China National Petroleum Corporation (CNPC), headquartered in Dongcheng District, Beijing. The company is currently Asia's largest oil and gas producer and was China's second biggest oil producer in 2006. Traded in Hong Kong and New York, the mainland enterprise announced its plans to issue stock in Shanghai in November 2007, and subsequently entered the constituent of SSE 50 Index. In the 2020 Forbes Global 2000, PetroChina was ranked as the 32nd-largest public company in the world."
14,Volkswagen Group,Consumer Durables,Germany,75.18,6.52,244.05,158.4,15,0.0267158369186642,0.0411616161616162,"Volkswagen AG (German: [ˈfɔlksˌvaːgn̩]), known internationally as the Volkswagen Group, is a German multinational automotive manufacturing corporation headquartered in Wolfsburg, Lower Saxony, Germany and indirectly majority owned by the Austrian Porsche and Piëch families. It designs, manufactures and distributes passenger and commercial vehicles, motorcycles, engines, and turbomachinery and offers related services including financing, leasing and fleet management. In 2016, it was the world's largest automaker by sales, overtaking Toyota and keeping this title in 2017, 2018 and 2019, selling 10.9 million vehicles. It has maintained the largest market share in Europe for over two decades. It ranked seventh in the 2018 Fortune Global 500 list of the world's largest companies.The Volkswagen Group sells passenger cars under the Audi, Bentley, Bugatti, Lamborghini, Porsche, SEAT, Škoda and Volkswagen marques; light commercial vehicles under the Volkswagen Commercial Vehicles brand; motorcycles under the Ducati brand; and heavy commercial vehicles via the marques of listed subsidiary Traton: MAN, Scania, and Volkswagen Caminhões e Ônibus. It is divided into two primary divisions—the Automotive Division and the Financial Services Division—and as of 2008 had approximately 342 subsidiary companies. Volkswagen also has two major joint-ventures in China (FAW-Volkswagen and SAIC Volkswagen). The company has operations in approximately 150 countries and operates 100 production facilities across 27 countries.
Volkswagen was founded in 1937, to manufacture the car which would become known as the Beetle. The company's production grew rapidly in the 1950s and 1960s, and in 1965 it acquired Auto Union, which subsequently produced the first post-war Audi models. Volkswagen launched a new generation of front-wheel drive vehicles in the 1970s, including the Passat, Polo and Golf; the last became its bestseller. Volkswagen acquired a controlling stake in SEAT in 1986, making it the first non-German marque of the company, and acquired control of Škoda in 1994, of Bentley, Lamborghini and Bugatti in 1998, Scania in 2008 and of Ducati, MAN and Porsche in 2012. The company's operations in China have grown rapidly in the past decade with the country becoming its largest market.
Volkswagen Aktiengesellschaft is a public company and has a primary listing on the Frankfurt Stock Exchange, where it is a constituent of the Euro Stoxx 50 stock market index, and secondary listings on the Luxembourg Stock Exchange, SIX Swiss Exchange. It has been traded in the United States via American depositary receipts since 1988, currently on the OTC Marketplace. Volkswagen delisted from the London Stock Exchange in 2013. The state of Lower Saxony holds 12.7% of the company's shares, granting it, by law, 20% of the voting rights."
15,JPMorgan Chase,Banking,United States,85.87,3.7,2175.05,101.49,16,0.001701110319303,0.0364567937727855,"JPMorgan Chase & Co. is an American multinational investment bank and financial services holding company headquartered in New York City. JPMorgan Chase is ranked by S&P Global as the largest bank in the United States and the  5th largest bank in the world by total assets, with total assets of US$3.213 trillion. It is also the world's most valuable bank by market capitalization. JPMorgan Chase is incorporated in Delaware.As a ""Bulge Bracket"" bank, it is a major provider of various investment banking and financial services. It is one of America's Big Four banks, along with Bank of America, Citigroup, and Wells Fargo. JPMorgan Chase is considered to be a universal bank and a custodian bank. The J.P. Morgan brand, is used by the investment banking, asset management, private banking, private wealth management, and treasury services divisions. Fiduciary activity within private banking and private wealth management is done under the aegis of JPMorgan Chase Bank, N.A.—the actual trustee. The Chase brand is used for credit card services in the United States and Canada, the bank's retail banking activities in the United States, and commercial banking. Both the retail and commercial bank and the bank's corporate headquarters are currently located at 383 Madison Avenue in Midtown Manhattan, New York City, while the prior headquarters building directly across the street, 270 Park Avenue, is demolished and replaced with a new building. The current company was originally known as Chemical Bank, which acquired Chase Manhattan and assumed that company's name. The present company was formed in 2000, when Chase Manhattan Corporation merged with J.P. Morgan & Co. In October 2020 JPMorgan Chase declared that it begun to work on achieving carbon neutrality by 2050.As of 2020, the asset management arm of the bank has US$3.37 trillion in assets under management, while its investment and corporate bank arm holds US$31 trillion in assets under custody. At US$45.0 billion in assets under management, the hedge fund unit of JPMorgan Chase is the third largest hedge fund in the world."
16,GDF Suez,Utilities,France,70.46,9.05,232.71,115.59,17,0.0388896050878776,0.0782939700666148,"Suez S.A. was a leading French multinational corporation headquartered in the 8th arrondissement of Paris, with operations primarily in water, electricity and natural gas supply, and waste management. Suez was the result of a 1997 merger between the Compagnie de Suez and Lyonnaise des Eaux, a leading French water company. In the early 2000s Suez also owned some media and telecommunications assets, but has since divested these. According to the Masons Water Yearbook 2004/5, Suez served 117.4 million people around the world. The company conducted a merger of equals with fellow utility company Gaz de France on 22 July 2008 to form GDF Suez (called Engie since 2015). The water and waste assets of Suez were spun off into a separate publicly traded company, Suez Environnement."
17,ENI,Oil & Gas Operations,Italy,80.68,12.91,139.8,158.32,18,0.09234620886981401,0.0815437089439111,"Eni S.p.A. (Italian pronunciation: [ˈɛːni]) is an Italian multinational oil and gas company headquartered in Rome. Considered one of the seven ""supermajor"" oil companies in the world, it has operations in 66 countries with a market capitalization of US$55.61 billion, as of 31 December 2019. The Italian government owns a 30.303% golden share in the company, 3.934% held through the state treasury and 26.369% through the Cassa Depositi e Prestiti. The company is a component of the Euro Stoxx 50 stock market index.The name ""ENI"" was initially the acronym of ""Ente Nazionale Idrocarburi"" (National Hydrocarbons Authority). Through the years after its foundation however, it operated in many fields including contracting, nuclear power, energy, mining, chemicals and plastics, refining/extraction and distribution machinery, hospitality industry and even the textile industry and news.
In 2020, Eni ranked 113 on the Fortune Global 500 list by revenue and 24th in the energy sector. In the 2020 Forbes Global 2000, Eni was ranked as the 468th -largest public company in the world."
18,Berkshire Hathaway,Diversified Financials,United States,122.11,4.99,267.4,107.79,19,0.018661181750187,0.0462937192689489,"Berkshire Hathaway () is an American multinational conglomerate holding company headquartered in Omaha, Nebraska, United States. The company wholly owns GEICO, Duracell, Dairy Queen, BNSF, Lubrizol, Fruit of the Loom, Helzberg Diamonds, Long & Foster, FlightSafety International, Pampered Chef, Forest River, and NetJets, and also owns 38.6% of Pilot Flying J; and significant minority holdings in public companies Kraft Heinz Company (26.7%), American Express (17.6%), The Coca-Cola Company (9.32%), Bank of America (11.65%), and Apple (5.4%).Beginning in 2016, the company acquired large holdings in the major US airline carriers, namely United Airlines, Delta Air Lines, Southwest Airlines, and American Airlines but sold all of its airline holdings early in 2020. Berkshire Hathaway has averaged an annual growth in book value of 19.0% to its shareholders since 1965 (compared to 9.7% from the S&P 500 with dividends included for the same period), while employing large amounts of capital, and minimal debt.The company is known for its control and leadership by Warren Buffett, who serves as chairman and chief executive, and by Charlie Munger, one of the company's vice-chairmen. In the early part of his career at Berkshire, Buffett focused on long-term investments in publicly traded companies, but more recently he has more frequently bought whole companies. Berkshire now owns a diverse range of businesses including confectionery, retail, railroads, home furnishings, encyclopedias, manufacturers of vacuum cleaners, jewelry sales, manufacture and distribution of uniforms, and several regional electric and gas utilities.
According to the Forbes Global 2000 list and formula, Berkshire Hathaway is the eighth-largest public company in the world, the tenth-largest conglomerate by revenue and the largest financial services company by revenue in the world.As of August 2020, Berkshire's Class B stock is the seventh-largest component of the S&P 500 Index (which is based on free-float market capitalization) and the company is famous for having the most expensive share price in history with Class A shares costing around $300,000 each. This is because there has never been a stock split in its Class A shares and Buffett stated in a 1984 letter to shareholders that he does not intend to split the stock."
19,Vodafone,Telecommunications Services,United Kingdom,93.66,13.3,252.08,70.39,20,0.0527610282450016,0.188947293649666,"Vodafone Group plc () is a British multinational telecommunications company. Its registered office and global headquarters are in Newbury, Berkshire, England. It predominantly operates services in Asia, Africa, Europe, and Oceania.
As of November 2020, Vodafone owned and operated networks in 22 countries, and had partner networks in 48 further countries. Its Vodafone Global Enterprise division provides telecommunications and IT services to corporate clients in 150 countries.Vodafone has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. The company has a secondary listing on Nasdaq.

"
20,Mitsubishi UFJ Financial,Banking,Japan,53.63,6.38,1931.17,61.43,21,0.0033036967227121398,0.10385804981279499,"Mitsubishi UFJ Financial Group, Inc. (MUFG; 株式会社三菱UFJフィナンシャル・グループ, Kabushiki gaisha Mitsubishi Yūefujei Finansharu Gurūpu) is a Japanese bank holding and financial services company headquartered in Chiyoda, Tokyo, Japan.MUFG holds assets of around US$2,459 billion as of 2016 and is one of the main companies of the Mitsubishi Group. It is Japan's largest financial group and the world's second largest bank holding company holding around US$1.8 trillion (JPY 148 trillion) in deposits as of March 2011. The letters MUFG come from Mitsubishi and United Financial of Japan, the name of an acquired company.

"
21,Procter & Gamble,Household & Personal Products,United States,141.18,14.08,138.26,83.68,22,0.101837118472443,0.168260038240918,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health/consumer health, and personal care and hygiene products; these products are organized into several segments including  Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages. P&G is incorporated in Ohio.In 2014, P&G recorded $83.1 billion in sales. On August 1, 2014, P&G announced it was streamlining the company, dropping and selling off around 100 brands from its product portfolio in order to focus on the remaining 65 brands, which produced 95% of the company's profits. A.G. Lafley—the company's chairman, and CEO until October 31, 2015—said the future P&G would be ""a much simpler, much less complex company of leading brands that's easier to manage and operate"".David S. Taylor is the current chairman and CEO of P&G.

"
22,CCB-China Construction Bank,Banking,China,119.03,9.45,903.35,42.98,23,0.0104610616040294,0.219869706840391,"China Construction Bank Corporation (CCB) is one of the ""big four"" banks in the People's Republic of China. In 2015 CCB was the 2nd largest bank in the world by market capitalization and 6th largest company in the world. The bank has approximately 13,629 domestic branches. In addition, it maintains overseas branches in Barcelona, Frankfurt, Luxembourg, Hong Kong, Johannesburg, New York City, Seoul, Singapore, Tokyo, Melbourne, Kuala Lumpur, Sydney and Auckland, and a wholly owned subsidiary in London. Its total assets reached CN¥ 8.7 trillion in 2009. Its headquarters is in Xicheng District, Beijing.

"
23,Verizon Communications,Telecommunications Services,United States,81.04,6.43,202.35,97.35,24,0.0317766246602422,0.066050333846944,"Verizon Communications Inc. is an American multinational telecommunications conglomerate and a corporate component of the Dow Jones Industrial Average. The company is based at 1095 Avenue of the Americas in Midtown Manhattan, New York City, but is incorporated in Delaware.
In 1984, the United States Department of Justice mandated AT&T Corporation to break up the Bell System into seven companies, each a Regional Bell Operating Company (RBOC), commonly referred to as ""Baby Bells"". Bell Atlantic, one of the Baby Bells, came into existence the same year, consisting of the separate operating companies New Jersey Bell, Bell of Pennsylvania, Diamond State Telephone, and C&P Telephone, with a trading area from New Jersey to Virginia.
As part of a rebranding of the Baby Bells in the mid-1990s, all of Bell Atlantic's operating companies assumed the holding company's name. In 1997, Bell Atlantic expanded into New York and the New England states by merging with fellow Baby Bell NYNEX. Bell Atlantic was the surviving company name, and the merged company moved its headquarters from Philadelphia to NYNEX's old headquarters in New York City. In 2000, Bell Atlantic acquired GTE, which operated telecommunications companies across most of the rest of the country that was not already in Bell Atlantic's footprint. Bell Atlantic, the surviving entity, changed its name to Verizon, a portmanteau of veritas (Latin for ""truth"") and horizon.In 2015, Verizon expanded into content ownership by acquiring AOL, and two years later, it acquired Yahoo!. AOL and Yahoo were amalgamated into a new division named Oath Inc., currently known as Verizon Media. As of 2016, Verizon is one of three remaining companies with roots in the former Baby Bells. The other two, like Verizon, exist as a result of mergers among fellow former Baby Bell members. SBC Communications bought the Bells' former parent AT&T Corporation and took on the AT&T name, and Lumen Technologies (formerly Century Link) acquired Qwest (formerly US West) in 2011.
As of April 2019, Verizon's subsidiary Verizon Wireless is the second largest wireless communications service provider in the United States, with 153.1 million mobile customers. And as of 2017, Verizon is the only publicly traded telecommunications company to have two stock listings in its home country, both the NYSE (principal) and NASDAQ (secondary). As of 2017, it is also the second largest telecommunications company by revenue after AT&T."
24,Petrobras-Petróleo Brasil,Oil & Gas Operations,Brazil,110.97,14.12,120.68,92.08,25,0.11700364600596601,0.153344917463076,"Petróleo Brasileiro S.A., better known by the acronym Petrobras (Portuguese pronunciation: [ˌpɛtɾoˈbɾas ]), is a state-owned Brazilian multinational corporation in the petroleum industry headquartered in Rio de Janeiro, Brazil. The company's name translates to Brazilian Petroleum Corporation — Petrobras.
The company was ranked #120 in the most recent Fortune Global 500 list. In the 2020 Forbes Global 2000, Petrobras was ranked as the 70th -largest public company in the world."
25,Nippon Telegraph & Tel,Telecommunications Services,Japan,59.07,6.36,179.95,107.02,26,0.0353431508752431,0.0594281442720987,"The Nippon Telegraph and Telephone Corporation (日本電信電話株式会社, Nippon Denshin Denwa Kabushiki-gaisha), commonly known as NTT, is a Japanese telecommunications company headquartered in Tokyo, Japan. Ranked 55th in Fortune Global 500, NTT is the fourth largest telecommunications company in the world in terms of revenue, as well as the fifth largest publicly traded company in Japan after Toyota, Mitsubishi Corporation, Honda and Japan Post Holdings, as of September 2019.The company is incorporated pursuant to the NTT Law (Law Concerning Nippon Telegraph and Telephone Corporation, Etc.). The purpose of the company defined by the law is to own all the shares issued by Nippon Telegraph and Telephone East Corporation (NTT East) and Nippon Telegraph and Telephone West Corporation (NTT West) and to ensure proper and stable provision of telecommunications services all over Japan including remote rural areas by these companies as well as to conduct research relating to the telecommunications technologies that will form the foundation for telecommunications.
On 1 July 2019, NTT Corporation launched NTT Ltd., an $11 billion de facto holding company business consisting of 28 brands from across NTT Security, NTT Communications and Dimension Data.While NTT is listed on the Tokyo Stock Exchange and the OTC Markets Group's Pink (and formerly in the New York Stock Exchange under the ticker code ""NTT"" and in the London Stock Exchange under the ticker code ""NPN""), the Japanese government still owns roughly one-third of NTT's shares, regulated by the NTT Law."
