,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
1642,Pinnacle West,Electric Utilities,United States,4.7,3.3,0.35,12.4,1643,http://www.forbes.com/companies/pinnacle-west,0.0282258064516129,0.106060606060606,"Pinnacle West Capital is a utility holding company that owns Arizona Public Service and Bright Canyon Energy.  It is publicly traded on the New York Stock exchange and a component of the S&P 500 stock market index.

"
1643,Rhodia,Specialized Chemicals,France,2.9,7.0,0.3467,6.7,1644,http://www.forbes.com/companies/rhodia,0.0517462686567164,0.0495285714285714,"Rhodia was a group specialized in fine chemistry, synthetic fibers and polymers which was acquired by the Belgian Solvay group after a successful tender offer completed in September 2011. The company served the consumer goods, automotive, energy, manufacturing and processes and electronics markets, and had 65 production sites worldwide, four research centers and four joint laboratories."
1644,SL Green Realty,Real Estate,United States,5.7,1.1,0.3006,11.3,1645,http://www.forbes.com/companies/sl-green-realty,0.0266017699115044,0.273272727272727,"SL Green Realty Corp. is a real estate investment trust that primarily invests in office buildings and shopping centers in New York City. As of December 31, 2019, the company owned 43 properties comprising 14,438,964 square feet. Notable properties owned by the company are One Astor Plaza, One Vanderbilt, 461 Fifth Avenue, 810 Seventh Avenue, 919 Third Avenue, the Pershing Square Building, and Random House Tower."
1645,Corporation Bank,Regional Banks,India,1.8,1.9,0.2636,24.9,1645,http://www.forbes.com/companies/corporation-bank,0.0105863453815261,0.138736842105263,"Corporation Bank was a public-sector banking company headquartered in Mangalore, India. The bank had a pan-Indian presence. Presently, the bank has a network of 2,432 fully automated CBS branches, 3,040 ATMs, and 4,724 branchless banking units across the country. In 2019, finance minister Nirmala Sitharaman announced that Corporation Bank and Andhra Bank would be merged into the Union Bank of India, with all their branches becoming branches of the latter on 1 April 2020.

"
1646,JFE Shoji Holdings,Trading Companies,Japan,1.1,19.4,0.0803,5.6,1647,http://www.forbes.com/companies/jfe-shoji-holdings,0.0143392857142857,0.00413917525773196,"JFE Holdings, Inc. (JFE（ジェイエフイー）ホールディングス株式会社, Jeiefuī Hōrudingusu Kabushiki-gaisha) is a corporation headquartered in Tokyo, Japan. It was formed in 2002 by the merger of NKK (日本鋼管株式会社, Nippon Kōkan Kabushiki-gaisha) and Kawasaki Steel Corporation (川崎製鉄株式会社, Kawasaki Seitetsu Kabushiki-gaisha) and owns JFE Steel, JFE Engineering and Japan Marine United. JFE is from Japan, Fe (the chemical element symbol of iron) and Engineering.

"
1647,Abu Dhabi Commercial Bank,Regional Banks,United Arab Emirates,3.0,2.4,0.0642,48.5,1648,http://www.forbes.com/companies/abu-dhabi-commercial,0.00132371134020619,0.02675,"Abu Dhabi Commercial Bank PJSC (Arabic: بنك أبوظبي التجاري‎) (ADX: ADCB), commonly called ADCB, is a bank in the United Arab Emirates.
Abu Dhabi Commercial Bank (ADCB) was formed in 1985 as a public shareholding company with limited liability, following the mergers between Emirates Commercial Bank, Federal Commercial Bank, and Khaleej Commercial Bank, which was established in 1975. 
The Government of Abu Dhabi through the Abu Dhabi Investment Council (ADIC) holds 62.52% of ADCB shares; the remainder is held by other institutions and individuals. ADCB is the third-largest bank in the UAE in terms of balance sheet size and offers a range of commercial and retail banking services to its customers.  
As of 30 September 2018, it employs over 5000 people  serving retail and corporate clients. Aside from 56 branches in the UAE, it has 1 branch in Jersey. It also operates out of representative offices in Singapore and London. 
In January 2019, a 3 bank merger was announced between ADCB, UNB (Union National Bank) and Al Hilal Bank. The combined bank continues to operate as ADCB although Al Hilal Bank  operates as a standalone Islamic bank consolidated under the new group entity. 
ADCB Group will become the  fifth largest bank in the region with approximately 1 million customers."
1648,Varian Medical Systems,Medical Equipment & Supplies,United States,8.1,2.4,0.3781,2.5,1649,http://www.forbes.com/companies/varian-medical-systems,0.15124,0.157541666666667,"Varian Medical Systems (VAR) is an American radiation oncology treatments and software maker based in Palo Alto, California. Their medical devices include linear accelerators and software for treating cancer and other medical conditions with radiotherapy, radiosurgery, proton therapy, and brachytherapy.  The company supplies software for managing cancer clinics, radiotherapy centers, and medical oncology practices. Varian is a supplier of tubes and digital detectors for X-ray imaging in medical diagnostics, dentistry, veterinary care, scientific, security, industrial inspection including high-energy X-ray technology for cargo screening. Varian Medical Systems employs more than 7,100 people  at manufacturing sites in North America, Europe, and China and approximately 70 sites globally.In August 2020, Siemens Healthineers announced plans to acquire Varian for $16.4 billion.

"
1649,Nanto Bank,Regional Banks,Japan,1.4,0.988,0.078,48.5,1649,http://www.forbes.com/companies/nanto-bank,0.00160824742268041,0.0789473684210526,"The Nanto-Bordelaise Company — formally La Compagnie de Bordeaux et de Nantes pour la Colonisation de l’Île du Sud de la Nouvelle Zélande et ses Dépendances — was a French company inaugurated in 1839 by a group of merchants from the cities of Nantes and Bordeaux, with the purpose of founding a French colony in the South Island of New Zealand.
The company was formed after negotiations in August 1838 between whaling boat captain Jean-François Langlois and several Ngāi Tahu Māori chiefs for the purchase of several thousand acres of land on Banks Peninsula, for which Langlois promised to pay a total of 1,000 francs. Upon returning to France in 1839, Langlois set about founding a company with the help of several financial backers, the eventual aim of which was to claim the entirety of the South Island for France. Government support was obtained in December of the same year via King Louis-Philippe to transport 80 settlers to Port Louis-Philippe (now Akaroa). A warship, the corvette Aube, would travel to New Zealand, followed a month later by the colonists aboard Comte de Paris. Aube left for the Pacific in February 1840, captained by Charles François Lavaud, who had been appointed as Commissaire du Roi.Aware of the potential threat of losing sovereignty of parts of the New Zealand island chain to the French, during early 1840, Lieutenant-Governor William Hobson was tasked with securing the whole of the country for the British Government. To this end, the Treaty of Waitangi was signed as an agreement between the British Crown and the indigenous Māori population. By the time Aube arrived at the Bay of Islands in June 1840, the acquisition of the country by Britain was effectively complete. Faced with no prospect of anything more than a small colonial settlement, Lavaud left for Banks Peninsula to oversee the arrival of Comte de Paris. Hobson also sent a ship, HMS Britomart, on board which were colonial magistrates.

On arriving at Akaroa, Lavaud discovered that the agreement between Langlois and the local Māori was not as clear-cut as had been promised. Despite this, the founding of the colony went ahead, under an amalgam of French and British jurisdiction. C.B. Robinson, one of the magistrates sent on Britomart, worked alongside Lavaud in the organisation of the settlement. Lavaud retired in 1843, and was succeeded as Commissaire du Roi by Post-Captain A. Bérard, who remained in this position until 1846, when formal agreements between the French government and the Nanto-Bordelaise Company settlement ended.The question of sovereignty remained a complex one, which the local colonial authorities were unable to solve. Eventually, the British Government resolved that the company would be awarded four acres of land for every £1 they could prove to have spent on the settlement. On 30 June 1849, the company's remaining New Zealand properties were bought by the New Zealand Company for the sum of £4,500. A second ship carrying more French settlers, Monarch, arrived at Akaroa in 1850.Akaroa and the nearby smaller settlement of Duvauchelle both retain a pride in their French history, with many of the local streets having French names. A biennial French festival is held in odd-numbered years in Akaroa."
1650,World Fuel Services,Business & Personal Services,United States,2.7,19.1,0.1469,2.6,1651,http://www.forbes.com/companies/world-fuel-services,0.0565,0.00769109947643979,"World Fuel Services Corporation (WFS, World Fuel) is an energy, commodities, and services company based in Miami, Florida. The company ranked No. 91 in the 2018 Fortune 500 list of the largest United States corporations. WFS focuses on the marketing, trading, and financing of aviation, marine, building, and ground transportation energy commodities and related services. As of 2013, WFS also operates in natural gas and power.
The global leader in marine refueling, in 2018 WFS sold a record total of 21 billion gallons of fuel for $39.8 billion in revenue."
1651,PLUS Expressways,Other Tranportation,Malaysia,7.3,1.1,0.4235,6.2,1652,http://www.forbes.com/companies/plus-expressways,0.0683064516129032,0.385,"The PLUS Expressways Berhad (MYX: 5052) is the largest highway concessionaries or build–operate–transfer operator company in Malaysia. A member of the UEM Group, the company is also the largest listed toll expressway operator in Southeast Asia and the eighth largest in the world.

"
1652,Sinovel Wind Group,Electrical Equipment,China,11.2,2.0,0.2773,2.5,1653,http://www.forbes.com/companies/sinovel-wind-group,0.11092,0.13865,"Sinovel Wind Group Company (Chinese: 华锐风电) is a Chinese wind turbine manufacturer headquartered in Beijing. It is the largest wind turbine manufacturer in China and by 2011 market share the second largest in the world.The company aims to be the largest turbine maker by 2015 with half of sales for foreign markets.Donghai Bridge Wind Farm, the first offshore wind farm in China, began operation in July 2010 using 34 3 MW Sinovel turbines.
In December 2010, the Massachusetts Water Resources Authority ordered a 1.5 MW wind turbine to power a wastewater pumping station in Charlestown, Boston.

"
1653,IKB Deutsche,Regional Banks,Germany,0.613,3.3,-1.3,48.0,1653,http://www.forbes.com/companies/ikb-deutsche,-0.0270833333333333,-0.393939393939394,"IKB Deutsche Industriebank AG (FWB: IKBG) is a bank headquartered in Düsseldorf, Germany. IKB supports medium-sized enterprises in Germany and Europe with loans, risk management, capital market services and advisory services. The online offering for retail banking customers covers overnight and term money, bank savings schemes, bank deposits and selected commercial papers.  The bank has six branches in Germany. Single shareholder is the investment company Lone Star.

"
1654,Daishi Bank,Regional Banks,Japan,1.3,0.865,0.0806,48.1,1653,http://www.forbes.com/companies/daishi-bank,0.00167567567567568,0.0931791907514451,"The Daishi Bank is the oldest Japanese bank founded in 1873 and located in Niigata city, Chūō, the business district of Tokyo.

"
1655,Suzano Papel e Celulose,Paper & Paper Products,Brazil,3.3,2.7,0.4632,11.4,1656,http://www.forbes.com/companies/suzano-papel-celulose,0.0406315789473684,0.171555555555556,"Suzano Papel e Celulose is a Brazilian company  of pulp and paper with presence in over 80 countries. It is the largest pulp and paper company in Ibero America. The company is headquartered in Salvador and has offices in Sao Paulo, Buenos Aires, Fort Lauderdale, London, Shanghai and Signy and is one of the largest in its sector in the world.
The company is a leader in the paperboard market in Ibero America. It is among the 10 largest producers of market pulp and the largest producer of eucalyptus pulp in the world. This achievement was possible thanks to the growth cycle completed in 2007, which paved the way for increased production capacity. In 2017 saw a record volume of 1.2 million tonnes of paper production and 10.8 million tons of pulp production
Suzano has eight industrial units, are located in the States of Maranhão, Bahia  and São Paulo, Mato Grosso do Sul and Espírito Santo. In Mucuri, south of Bahia, is its largest unit integrated pulp and paper. Three factories are located in Suzano, Rio Verde and Limeira, in the state of São Paulo. The company is listed on the B3.
The company's main competitors are Eldorado Brasil, Celulose Irani, Arauco and CMPC.

"
1656,Dean Foods,Food Processing,United States,1.8,12.1,0.0915,8.0,1657,http://www.forbes.com/companies/dean-foods,0.0114375,0.00756198347107438,"Dean Foods is an American food and beverage company and the largest dairy subsidiary company in the United States. Headquartered in Dallas, Texas, the company maintains plants and distributors in the United States. Dean Foods has 66 manufacturing facilities in 32 U.S. states and distributes its products across all 50. Its 58 brands include DairyPure, Land O'Lakes (Licensed), TruMoo, Friendly's, Mayfield, Dean's, Meadow Gold, Tuscan, T.G.Lee and Alta Dena. In November 2019, the company filed for Chapter 11 bankruptcy citing the decline in consumption of cow's milk and the growth in demand of plant milk.On May 1, 2020, Dean Foods was acquired by the Dairy Farmers of America."
1657,Oriental Land,Hotels & Motels,Japan,8.7,4.0,0.2721,6.6,1657,http://www.forbes.com/companies/oriental-land,0.0412272727272727,0.068025,"The Oriental Land Company, Limited (株式会社オリエンタルランド, Kabushiki gaisha Orientaru Rando) TYO: 4661 is a Japanese leisure and tourism corporation headquartered in Urayasu, Chiba, Japan. The company owns the Tokyo Disney Resort in Urayasu. The company operates in three segments: Theme Park, Hotel Business, and Other Business.The Company pays Disney for character and likeness licenses and royalties, and Disney consults and contracts out Imagineers to the company to design and build Tokyo Disneyland Park as well as a second theme park, Tokyo DisneySea. The Oriental Land Company is the only Disney Resort business company in the world that has no capital relationship with Disney.

"
1658,Bank of Nanjing,Regional Banks,China,5.0,0.78,0.2261,21.9,1657,http://www.forbes.com/companies/bank-of-nanjing,0.010324200913242,0.289871794871795,"The Porcelain Tower of Nanjing, part of the former Great Bao'en Temple, is a historical site located on the south bank of external Qinhuai River in Nanjing, China. It was a pagoda constructed in the 15th century during the Ming dynasty, but was mostly destroyed in the 19th century during the course  of the Taiping Rebellion. A modern life size replica of it now exists in Nanjing.In 2010 Wang Jianlin, a Chinese businessman, donated a billion yuan (US$156 million) to the city of Nanjing for its reconstruction. This is reported to be the largest single personal donation ever made in China. In December 2015, the modern replica and surrounding park opened to the public."
1659,CESP,Electric Utilities,Brazil,5.3,1.5,0.4376,8.7,1660,http://www.forbes.com/companies/cesp,0.0502988505747126,0.291733333333333,NEEDS_MANUAL_SUMMARY
1660,Ultra Petroleum,Oil & Gas Operations,United States,6.7,0.9790000000000001,0.4645,3.6,1660,http://www.forbes.com/companies/ultra-petroleum,0.12902777777777802,0.474463738508682,"The Kuwait National Petroleum Company (KNPC) (Arabic: شركة البترول الوطنية الكويتية‎) is the national oil refining company of Kuwait. Established in October 1960, KNPC handles the responsibility of oil refining, gas liquefaction, and distribution of petroleum goods within the local market. KNPC is also handling CFP (Clean Fuel project).

"
1661,Juroku Bank,Regional Banks,Japan,1.2,1.1,0.0964,46.5,1662,http://www.forbes.com/companies/juroku-bank,0.00207311827956989,0.0876363636363636,"This list of the oldest banks includes financial institutions in continuous operation, operating with the same legal identity without interruption since their establishment until the present time.
Depending on the definition, the world's oldest bank is either Banca Monte dei Paschi di Siena or Berenberg Bank. Banca Monte dei Paschi di Siena was founded in its present form in 1624, but traces its history to a mount of piety founded in 1472. The Berenberg company was founded in 1590 and has operated continuously ever since with the same family as owners or major co-owners. Banca Monte dei Paschi di Siena is today a large Italian retail bank, while Berenberg Bank is primarily involved in investment banking and private banking for wealthy customers; in any event Berenberg Bank is the world's oldest merchant bank or investment bank. The world's oldest central bank is the Sveriges Riksbank, which was founded in 1668.

"
1662,ATEbank,Regional Banks,Greece,0.975,2.1,-0.5753,46.5,1663,http://www.forbes.com/companies/atebank,-0.0123720430107527,-0.273952380952381,"The Agricultural Bank of Greece was a commercial bank based in Athens, Greece. The bank was founded in 1929. The bank proclaimed that it would focus on the Balkan bank market, with the business activities of supporting of the agricultural sector. ATEbank held a strong position at Athens Stock Exchange and has become a member of Piraeus Bank in the year 2013.
The Bank's development of business activities called for a new name and corporate image as ATEbank."
1663,E-Trade Financial,Investment Services,United States,3.4,2.4,-0.0285,46.4,1664,http://www.forbes.com/companies/e-trade-financial,-0.000614224137931035,-0.011875,"E-Trade Financial Corporation (stylized as E✱TRADE, often approximated as E*TRADE), a subsidiary of Morgan Stanley, offers an electronic trading platform to trade financial assets including common stocks, preferred stocks, futures contracts, exchange-traded funds, options, mutual funds, and fixed income investments. It also provides services for employee stock ownership plans, student loan benefit administration, advisor services, margin lending, online banking, and cash management services.
The company has approximately 5.2 million retail brokerage accounts and a total margin receivables balance of $9.6 billion. The company receives revenue from interest income,  commissions for order execution, payment for order flow, and management services. The company has 30 branches.

"
1664,Shiga Bank,Regional Banks,Japan,1.4,0.987,0.0462,46.0,1665,http://www.forbes.com/companies/shiga-bank,0.00100434782608696,0.0468085106382979,"Shiga Prefecture (滋賀県, Shiga-ken) is a prefecture of Japan located in the Kansai region of Honshu. Shiga Prefecture has a population of 1,412,916 (1 October 2015) and has a geographic area of 4,017 km² (1,551 sq mi). Shiga Prefecture borders Fukui Prefecture to the north, Gifu Prefecture to the northeast, Mie Prefecture to the southeast, and Kyoto Prefecture to the west.
Ōtsu is the capital and largest city of Shiga Prefecture, with other major cities including Kusatsu, Nagahama, and Higashiōmi. Shiga Prefecture encircles Lake Biwa, the largest freshwater lake in Japan, and 37% of the total land area is designated as Natural Parks, the highest of any prefecture. Shiga Prefecture's southern half is located adjacent to the former capital city of Kyoto and forms part of Greater Kyoto, the fourth-largest metropolitan area in Japan. Shiga Prefecture is home to Ōmi beef, the Eight Views of Ōmi, and Hikone Castle, one of four national treasure castles in Japan.

"
1665,Swedish Match,Tobacco,Sweden,6.9,2.0,0.4404,2.2,1666,http://www.forbes.com/companies/swedish-match,0.200181818181818,0.2202,"Swedish Match AB is a Swedish company based in Stockholm that makes snus, moist snuff, and chewing tobacco (with its Red Man brand). These products are known as moist smokeless tobacco. The company also makes machine-made cigars, matches, and lighters and sells batteries, light bulbs and disposable razors. Swedish Match operates in 11 countries and has 6,270 employees (average 2019). The products are sold globally, with a majority of sales originating in Scandinavia and the United States.The Swedish Match share has been listed on Nasdaq Stockholm, large cap segment, since 1996, with the ticker symbol SWMA. It is a constituent of the OMX Stockholm 30 index. In 2019, approximately 32 percent of the trades by number of shares were done at Nasdaq Stockholm, 54 percent at Cboe, 5 percent at London Stock Exchange, 3 percent at Turquoise and 6 percent at other exchanges. The group had total sales of approximately SEK 14.7 billion in 2019, with an operating profit from product segments of SEK 5.8 billion. Snus and moist snuff accounted for 52 percent of sales and 60 percent of operating profit from product segments."
1666,Orient,Consumer Financial Services,Japan,0.932,2.5,0.0865,45.8,1667,http://www.forbes.com/companies/orient,0.0018886462882096102,0.0346,"Orient Watch is a Japanese watch brand owned by Seiko Epson. Established as an independent company in 1950, it became a functional subsidiary of Epson in 2009 before being fully integrated into the company in 2017. 
Until it was absorbed into Epson, the Orient Watch Company had primarily marketed mechanical watches (self-winding & hand-winding), but also produced quartz, light-powered (solar) and radio-controlled models. Outside of the main business, the company produced some moving parts and electronic components that were then assembled into Seiko Epson's electronic devices.Currently, Akita Epson Corporation (formally Akita Orient Precision Instruments Co., Ltd.), a group company of Epson, manufactures all of the Orient movements in-house in Yuzawa, Akita, Japan."
1667,Brenntag,Trading Companies,Germany,5.1,10.2,0.1962,6.6,1668,http://www.forbes.com/companies/brenntag,0.0297272727272727,0.0192352941176471,"Brenntag SE is a German chemical distribution company founded in 1874 in Berlin. The company is Headquartered in Essen, Germany and has operations in more than 77 countries worldwide.

"
1668,Waters,Precision Healthcare Equipment,United States,7.8,1.6,0.3818,2.3,1669,http://www.forbes.com/companies/waters,0.166,0.238625,"Waters Corporation is a publicly traded Analytical Laboratory instrument and software company headquartered in Milford, Massachusetts. The company employs more than 7,500 people, with manufacturing facilities located in Milford, Taunton, Massachusetts; Wexford, Ireland; Wilmslow, around 13 miles south of Manchester, England; and contract manufacturing in Singapore. Waters has Sites in Frankfurt, in Germany and in Japan.
Waters markets to the laboratory-dependent organization in these market areas: liquid chromatography, mass spectrometry, supercritical fluid chromatography, laboratory informatics, rheometry and microcalorimetry.

"
1669,Yuanta Financial Hldg,Investment Services,Taiwan,5.6,0.85,0.2264,16.8,1670,http://www.forbes.com/companies/yuanta-financial-hldg,0.0134761904761905,0.266352941176471,NEEDS_MANUAL_SUMMARY
1670,First Republic Bank CA,Regional Banks,United States,3.6,1.1,0.2712,22.4,1670,http://www.forbes.com/companies/first-republic-bank-ca,0.0121071428571429,0.246545454545455,"First Republic Bank is an American bank and wealth management company offering personal banking, business banking, trust and wealth management services, catering to low-risk, high net-worth clientele.  The bank specializes in delivering personalized relationship-based service through preferred banking or trust offices in the United States, including San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach, San Diego, Portland, Palm Beach, Boston, Greenwich, New York City, Jackson, Wyoming, and Manhattan Beach.First Republic offers wealth management services through First Republic Wealth Advisors and First Republic Investment Management.  Brokerage services are provided through First Republic Securities Company LLC and Trust services are provided through First Republic Trust Company.

"
1671,Hyakugo Bank,Regional Banks,Japan,1.1,0.909,0.0602,45.4,1672,http://www.forbes.com/companies/hyakugo-bank,0.0013259911894273099,0.0662266226622662,"This list of the oldest banks includes financial institutions in continuous operation, operating with the same legal identity without interruption since their establishment until the present time.
Depending on the definition, the world's oldest bank is either Banca Monte dei Paschi di Siena or Berenberg Bank. Banca Monte dei Paschi di Siena was founded in its present form in 1624, but traces its history to a mount of piety founded in 1472. The Berenberg company was founded in 1590 and has operated continuously ever since with the same family as owners or major co-owners. Banca Monte dei Paschi di Siena is today a large Italian retail bank, while Berenberg Bank is primarily involved in investment banking and private banking for wealthy customers; in any event Berenberg Bank is the world's oldest merchant bank or investment bank. The world's oldest central bank is the Sveriges Riksbank, which was founded in 1668.

"
1672,China Properties Group,Real Estate,Hong Kong-China,0.574,0.166,1.2,5.5,1673,http://www.forbes.com/companies/china-properties-group,0.21818181818181798,7.2289156626506,"Wanda Group (Chinese: 万达集团; pinyin: Wàndá Jítuán), or the  Dalian Wanda Group (大连万达), is a Chinese multinational conglomerate founded in Dalian, Liaoning and headquartered in Beijing. It is a private property developer and owner of Wanda Cinemas and the Hoyts Group, as well as a minority shareholder of AMC Theatres.With investments within Mainland China and globally, the Dalian Wanda group has investments across many industries including construction, entertainment, media, industrial manufacturing, financial services, high technology, hospitality, real estate, retail, healthcare, and sports. It ranked 380th on the Fortune Global 500 List in 2017. Also in 2017, its assets amounted to 700 billion yuan and an annual revenue 227.4 billion yuan ($35.29 billion). Wanda Cultural Industry Group is one of China's cultural enterprises, includes movie theaters as well as sports and film production assets, and contributed 28% or $10.85 billion to overall revenue.

"
1673,Kingdom Holding,Investment Services,Saudi Arabia,8.6,0.727,0.1614,11.4,1674,http://www.forbes.com/companies/kingdom-holding,0.0141578947368421,0.222008253094911,"The Kingdom Holding Company (Arabic: شركة المملكة القابضة‎) is a Saudi conglomerate holding company based in Riyadh. The Kingdom Holding Company (KHC) is a publicly listed company on the Tadawul (Saudi Stock Exchange). The KHC consists of a select team of experienced investment specialists directed by its founder and chairman, Prince Al-Waleed bin Talal and Chief Executive Officer, Eng. Talal Ibrahim Al Maiman. The company describes itself as a diversified investment company, whose main interests are financial services, real estate, tourism and hospitality, media, entertainment, petrochemicals, aviation and technology.

"
1674,Tiffany & Co,Specialty Stores,United States,8.0,3.1,0.3684,3.7,1675,http://www.forbes.com/companies/tiffany-co,0.0995675675675676,0.118838709677419,"Tiffany & Co. (colloquially known as Tiffany's) is an American luxury jewelry and specialty retailer headquartered in New York City. It sells jewelry, sterling silver, china, crystal, stationery, fragrances, water bottles, watches, personal accessories, and leather goods. Tiffany is known for its luxury goods, particularly its diamond and sterling silver jewelry. It markets itself as an arbiter of taste and style. These goods are sold at Tiffany stores, and through direct-mail and corporate merchandising.
Tiffany & Co. was founded in 1837 by the jeweler Charles Lewis Tiffany and became famous in the early 20th century under the artistic direction of his son Louis Comfort Tiffany. In 2018 net sales totaled US$4.44 billion. In 2019 Tiffany operated 326 stores globally in countries such as the United States, Japan, and Canada, as well as Europe, the Latin America and Pacific Asia regions.LVMH purchased Tiffany & Co for $15.8 billion in January 2021.

"
1675,Jyske Bank,Regional Banks,Denmark,2.7,1.5,0.1359,43.9,1676,http://www.forbes.com/companies/jyske-bank,0.00309567198177677,0.0906,"Jyske Bank A/S is the third largest Danish bank in terms of market share.
The headquarters are located in Silkeborg, and the bank has 98 branches in Denmark, and a single one in Germany (Hamburg). It is the second-largest bank to be listed on the Copenhagen Stock Exchange, and it is the largest bank in Denmark headquartered outside Copenhagen.The current CEO of Jyske Bank is Anders Dam. The bank employs some 3350 individuals (2020).

"
1676,Takashimaya,Department Stores,Japan,2.6,9.9,0.0867,8.6,1677,http://www.forbes.com/companies/takashimaya,0.0100813953488372,0.00875757575757576,"Takashimaya Company, Limited (株式会社髙島屋, Kabushiki-gaisha Takashimaya) is a Japanese multinational corporation that operates a department store chain carrying a wide array of products, ranging from wedding dresses and other apparel to electronics and flatware.
Takashimaya was listed at #1197 on the Forbes Global 2000 list for 2006.Takashimaya is a member of the Mitsubishi UFJ Financial Group (MUFG) keiretsu.

"
1677,Bendigo & Adelaide Bank,Regional Banks,Australia,3.2,2.5,0.2039,43.9,1677,http://www.forbes.com/companies/bendigo-adelaide-bk,0.00464464692482916,0.08156,"Bendigo and Adelaide Bank is an Australian financial institution, operating primarily in retail banking. The company was formed by the merger of Bendigo Bank and Adelaide Bank in November 2007.Before the merger, Bendigo Bank delivered its products and services through almost 900 outlets Australia-wide, including more than 160 company owned branches, 220 community owned Community Bank branches of Bendigo Bank, 100 agencies and 400 Elders outlets. The bank's branches are primarily in Victoria and Queensland.  The merged bank now has over 400 branches, including 25 that came with the merger of Adelaide Bank.
National headquarters remain in the city of Bendigo, with a major office in Adelaide, South Australia and regional offices in Docklands, Melbourne and Ipswich, Queensland.

"
1678,Masco,Construction Materials,United States,5.0,7.6,-1.0,8.1,1679,http://www.forbes.com/companies/masco,-0.12345679012345698,-0.131578947368421,"Masco Corporation is a manufacturer of products for the home improvement and new home construction markets. Comprising more than 20 companies, the Masco conglomerate operates nearly 60 manufacturing facilities in the United States and over 20 in other parts of the world. Since 1969 it trades on the NYSE. Under the leadership of Richard Manoogian, the company grew exponentially and subsequently joined the Fortune 500 list of largest U.S. corporations.As of 2007, Masco employed approximately 32,500 employees and has approximately 6,000 shareholders. The company is currently ranked at 373 on the Fortune 500.  As of December 31, 2007, Masco had a little over ten billion dollars in assets, and the company's total revenue was $11.77 billion. Total sales for the company in 2009 were 7.8 billion. In 2010, the company had worldwide sales of $7.6 billion and approximately 90 manufacturing facilities. The current CEO is Keith J. Allman.

"
1679,Gemdale,Real Estate,China,4.5,3.0,0.4087,11.0,1679,http://www.forbes.com/companies/gemdale,0.0371545454545455,0.136233333333333,"Gemdale Group is a Chinese listed company based in Shenzhen engaged in real estate. Primary locations the company does business include Shanghai, Wuhan, Xi'an, and Shenyang."
1680,RenaissanceRe Holdings,Diversified Insurance,Bermuda,3.4,1.2,0.7447,8.1,1681,http://www.forbes.com/companies/renaissancere,0.0919382716049383,0.620583333333333,"RenaissanceRe Holdings Ltd  is a provider of reinsurance, insurance and other related business services. The company operates in reinsurance, insurance and ventures.
Reinsurance includes Renaissance Reinsurance Ltd., DaVinci Reinsurance Ltd., Top Layer Reinsurance Ltd., RenaissanceRe Europe AG, RenaissanceRe Syndicate 1458, and RenaissanceRe Specialty U.S. Ltd.
The insurance segment includes RenaissanceRe Syndicate 1458.
Ventures include RenaissanceRe Ventures Ltd. and Renaissance Underwriting Managers, Ltd. In 2013, the company's annual revenue was 405,209,000 dollars.

"
1681,Sigma-Aldrich,Specialized Chemicals,United States,7.6,2.3,0.384,3.0,1682,http://www.forbes.com/companies/sigma-aldrich,0.128,0.16695652173913,"MilliporeSigma is a German chemical, life science and biotechnology company, before 2014 known as Sigma-Aldrich, owned by Merck KGaA.
Created by the 1975 merger of Sigma Chemical Company and Aldrich Chemical Company, Sigma-Aldrich since grew through various acquisitions until it had over 9,600 employees and was listed on the Fortune 1000 at the time of its acquisition by Merck. The company is headquartered in St. Louis and has operations in approximately 40 countries.In September 2014, the German company Merck KGaA announced that it would be acquiring Sigma-Aldrich for $17 billion. The acquisition was completed in November 2015 and Sigma-Aldrich became a subsidiary of Merck KGaA. The company is currently a part of Merck's life science business and in combination with Merck's earlier acquired Millipore, operates as MilliporeSigma."
1682,Meiji Holdings,Food Processing,Japan,3.4,11.8,0.14,7.8,1683,http://www.forbes.com/companies/meiji-holdings,0.017948717948718003,0.011864406779661,"Meiji Holdings Company, Ltd. (明治ホールディングス株式会社) is a Japanese holding company established on April 1, 2009, after the stock transfer from Meiji Seika and Meiji Dairies and is the fourth largest confectionery company in the world.

"
1683,Sun Pharma Industries,Pharmaceuticals,India,9.6,0.85,0.3014,2.0,1684,http://www.forbes.com/companies/sun-pharma-inds,0.1507,0.354588235294118,"Sun Pharmaceutical Industries Limited (d/b/a Sun Pharma) is an Indian multinational pharmaceutical company headquartered in Mumbai, Maharashtra, that manufactures and sells pharmaceutical formulations and active pharmaceutical ingredients (APIs) primarily in India and the United States. The company offers formulations in various therapeutic areas, such as cardiology, psychiatry, neurology, gastroenterology and diabetology. It also provides APIs such as warfarin, carbamazepine, etodolac, and clorazepate, as well as anti-cancers, steroids, peptides, sex hormones, and controlled substances."
