,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
10,BP,Oil & Gas Operations,United Kingdom,147.4,375.5,25.7,292.5,11,http://www.forbes.com/companies/bp/,0.0878632478632479,0.0684420772303595,"BP plc (formerly The British Petroleum Company plc and BP Amoco plc) is a British multinational oil and gas company headquartered in London, England. It is one of the world's seven oil and gas ""supermajors"". It is a vertically integrated company operating in all areas of the oil and gas industry, including exploration and production, refining, distribution and marketing, power generation and trading. It also has renewable energy interests in biofuels, wind power, smart grid and solar technology.
As of 31 December 2018, BP had operations in nearly 80 countries worldwide, produced around 3.7 million barrels per day (590,000 m3/d) of oil equivalent, and had total proven reserves of 19.945 billion barrels (3.1710×109 m3) of oil equivalent. The company has around 18,700 service stations worldwide. Its largest division is BP America in the United States. In Russia, BP owns a 19.75% stake in Rosneft, the world's largest publicly traded oil and gas company by hydrocarbon reserves and production. BP has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. It has secondary listings on the Frankfurt Stock Exchange and the New York Stock Exchange. In the 2020 Forbes Global 2000, BP was ranked as the 357th-largest public company in the world.BP's origins date back to the founding of the Anglo-Persian Oil Company in 1908, established as a subsidiary of Burmah Oil Company to exploit oil discoveries in Iran. In 1935, it became the Anglo-Iranian Oil Company and in 1954, adopted the name British Petroleum. In 1959, the company expanded beyond the Middle East to Alaska and it was one of the first companies to strike oil in the North Sea. British Petroleum acquired majority control of Standard Oil of Ohio in 1978. Formerly majority state-owned, the British government privatised the company in stages between 1979 and 1987. British Petroleum merged with Amoco in 1998, becoming BP Amoco plc, and acquired ARCO and Burmah Castrol in 2000, becoming BP plc in 2001. From 2003 to 2013, BP was a partner in the TNK-BP joint venture in Russia.
BP has been directly involved in several major environmental and safety incidents. Among them were the 2005 Texas City Refinery explosion, which caused the death of 15 workers and which resulted in a record-setting OSHA fine; Britain's largest oil spill, the wreck of Torrey Canyon in 1967; and the 2006 Prudhoe Bay oil spill, the largest oil spill on Alaska's North Slope, which resulted in a US$25 million civil penalty, the largest per-barrel penalty at that time for an oil spill.The 2010, Deepwater Horizon oil spill, the largest accidental release of oil into marine waters in history, which leaked about 4.9 million barrels (210 million US gal; 780,000 m3) of oil, causing severe environmental, human health, and economic consequences, and serious legal and public relations repercussions for BP. 1.8 million US gallons (43,000 bbl; 6,800 m3) of Corexit oil dispersant were used in the cleanup response, becoming the largest application of such chemicals in US history. The company pleaded guilty to 11 counts of felony manslaughter, two misdemeanors, one felony count of lying to the U.S. Congress, and agreed to pay more than $4.5 billion in fines and penalties, the largest criminal resolution in US history. On 2 July 2015, BP and five states announced an $18.7 billion settlement to be used for Clean Water Act penalties and various claims. In total, the oil spill cost to the company more than $65 billion of cleanup costs, charges and penalties.From 1988 to 2015, BP was responsible for 1.53% of global industrial greenhouse gas emissions. BP has set a goal to cut its greenhouse gas emissions to net-zero by 2050. BP plans to increase its investments in renewables 10 times and reduce oil production by 40% from current levels by 2030."
11,Chevron,Oil & Gas Operations,United States,218.0,236.3,26.9,209.5,12,http://www.forbes.com/companies/chevron/,0.128400954653938,0.113838341091832,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil, natural gas, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation. Chevron is one of the world's largest companies; as of March 2020, it ranked fifteenth in the Fortune 500 with a  yearly revenue of $146.5 billion and market valuation of $136 billion. In the 2020 Forbes Global 2000, Chevron was ranked as the 61st -largest public company in the world.  It was also one of the Seven Sisters that dominated the global petroleum industry from the mid-1940s to the 1970s. Chevron is incorporated in California.Chevron's downstream operations manufacture and sell products such as fuels, lubricants, additives, and petrochemicals. The company's most significant areas of operations are the west coast of North America, the U.S. Gulf Coast, Southeast Asia, South Korea and Australia. In 2018, the company produced an average of 791,000 barrels of net oil-equivalent per day in United States."
12,China Construction Bank,Regional Banks,China,201.9,68.7,20.5,1637.8,13,http://www.forbes.com/companies/china-construction-bank/,0.0125167908169496,0.298398835516739,"China Construction Bank Corporation (CCB) is one of the ""big four"" banks in the People's Republic of China. In 2015 CCB was the 2nd largest bank in the world by market capitalization and 6th largest company in the world. The bank has approximately 13,629 domestic branches. In addition, it maintains overseas branches in Barcelona, Frankfurt, Luxembourg, Hong Kong, Johannesburg, New York City, Seoul, Singapore, Tokyo, Melbourne, Kuala Lumpur, Sydney and Auckland, and a wholly owned subsidiary in London. Its total assets reached CN¥ 8.7 trillion in 2009. Its headquarters is in Xicheng District, Beijing.

"
13,Citigroup,Major Banks,United States,107.5,102.6,11.1,1873.9,14,http://www.forbes.com/companies/citigroup/,0.005923475105395161,0.108187134502924,"Citigroup Inc. or Citi (stylized as citi) is an American multinational investment bank and financial services corporation headquartered in New York City. The company was formed by the merger of banking giant Citicorp and financial conglomerate Travelers Group in 1998; Travelers was subsequently spun off from the company in 2002. Citigroup owns Citicorp, the holding company for Citibank, as well as several international subsidiaries. Citi is incorporated in New York.Citigroup is the third largest banking institution in the United States; alongside JPMorgan Chase, Bank of America, and Wells Fargo, it is one of the Big Four banking institutions of the United States. It is a systemically important financial institution and is on the list of systemically important banks that are commonly cited as being too big to fail. It is one of the nine global investment banks in the Bulge Bracket.
Citigroup is ranked 30th on the Fortune 500 as of 2019. Citigroup has over 200 million customer accounts and does business in more than 160 countries. It has 204,000 employees, although it had 357,000 employees before the financial crisis of 2007–2008, when it was bailed out by a massive stimulus package from the U.S. government.Citigroup announced in September 2020 that the CEO Michael Corbat is to retire in February 2021 and Jane Fraser to become the first woman CEO of a major Wall Street bank."
14,Gazprom,Oil & Gas Operations,Russia,159.8,117.6,31.7,302.6,15,http://www.forbes.com/companies/gazprom/,0.10475875743555801,0.269557823129252,"PJSC Gazprom (Russian: Газпром, IPA: [ɡɐsˈprom]) is a Russian majority state-owned multinational energy corporation headquartered in the Lakhta Center in Saint Petersburg. As of 2019, with sales over US$120 billion, it sits as the largest publicly-listed natural gas company in the world and the largest company in Russia by revenue. In the 2020 Forbes Global 2000, Gazprom was ranked as the 32nd -largest public company in the world.  Gazprom name is a portmanteau of the Russian words Gazovaya Promyshlennost (Russian: га́зовая промы́шленность – gas industry).
Gazprom is vertically integrated and is active in every area of the gas industry, including exploration and production, refining, transport, distribution and marketing, and power generation. In 2018, Gazprom produced twelve percent of the global output of natural gas, producing 497.6 billion cubic meters of natural and associated gas and 15.9 million tonnes of gas condensate. Gazprom then exports the gas through pipelines that the company builds and owns across Russia and abroad such as Nord Stream and TurkStream. In the same year, Gazprom has proven reserves of 35.1 trillion cubic meters of gas and 1.6 billion tons of gas condensate. Gazprom is also a large oil producer through its subsidiary Gazprom Neft, producing about 41 million tons of oil with reserves amounting to 2 billion tons. The company also has subsidiaries in industrial sectors including finance, media and aviation, and majority stakes in other companies.
Gazprom was created in 1989, when the Soviet Ministry of Gas Industry was converted to a corporation, becoming the first state-run corporate enterprise in the Soviet Union. After the Soviet Union's dissolution, Gazprom was privatized, retaining its Russia-based assets. At that time, Gazprom evaded taxes and state regulation and engaged in asset stripping. The company later returned to government control in the early 2000s, and since then, the company is involved in the Russian Government's diplomatic efforts, setting of gas prices, and access to pipelines.The company is mostly owned by the Russian government, via the Federal Agency for State Property Management and Rosneftegaz, while remaining shares are traded publicly. Gazprom has a listing in the Moscow Exchange and has a market capitalization of US$80.56 billion as of September 2019."
15,Wal-Mart Stores,Discount Stores,United States,208.4,447.0,15.7,193.4,16,http://www.forbes.com/companies/wal-mart-stores/,0.0811789038262668,0.0351230425055928,"Walmart Inc. ( ; formerly Wal-Mart Stores, Inc.) is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores from the United States, headquartered in Bentonville, Arkansas. The company was founded by Sam Walton in 1962 and incorporated on October 31, 1969. It also owns and operates Sam's Club retail warehouses. As of October 31, 2020, Walmart has 11,510 stores and clubs in 27 countries, operating under 56 different names. The company operates under the name Walmart in the United States and Canada, as Walmart de México y Centroamérica in Mexico and Central America, as Asda in the United Kingdom, as the Seiyu Group in Japan, and as Flipkart Wholesale in India. It has wholly owned operations in Argentina, Chile, Canada, and South Africa. Since August 2018, Walmart holds only a minority stake in Walmart Brasil, which was renamed Grupo Big in August 2019, with 20 percent of the company's shares, and private equity firm Advent International holding 80 percent ownership of the company.
Walmart is the world's largest company by revenue, with US$514.405 billion, according to the Fortune Global 500 list in 2019. It is also the largest private employer in the world with 2.2 million employees. It is a publicly traded family-owned business, as the company is controlled by the Walton family. Sam Walton's heirs own over 50 percent of Walmart through both their holding company Walton Enterprises and their individual holdings. Walmart was the largest United States grocery retailer in 2019, and 65 percent of Walmart's US$510.329 billion sales came from U.S. operations.Walmart was listed on the New York Stock Exchange in 1972. By 1988, it was the most profitable retailer in the U.S., and it had become the largest in terms of revenue by October 1989. The company was originally geographically limited to the South and lower Midwest, but it had stores from coast to coast by the early 1990s. Sam's Club opened in New Jersey in November 1989, and the first California outlet opened in Lancaster, in July 1990. A Walmart in York, Pennsylvania, opened in October 1990, the first main store in the Northeast.Walmart's investments outside the U.S. have seen mixed results. Its operations and subsidiaries in Canada, the United Kingdom, Central America, South America, and China are highly successful, but its ventures failed in Germany and South Korea."
16,Volkswagen Group,Auto & Truck Manufacturers,Germany,79.5,221.9,21.5,328.7,17,http://www.forbes.com/companies/volkswagen-group/,0.0654091877091573,0.0968904912122578,"Volkswagen AG (German: [ˈfɔlksˌvaːgn̩]), known internationally as the Volkswagen Group, is a German multinational automotive manufacturing corporation headquartered in Wolfsburg, Lower Saxony, Germany and indirectly majority owned by the Austrian Porsche and Piëch families. It designs, manufactures and distributes passenger and commercial vehicles, motorcycles, engines, and turbomachinery and offers related services including financing, leasing and fleet management. In 2016, it was the world's largest automaker by sales, overtaking Toyota and keeping this title in 2017, 2018 and 2019, selling 10.9 million vehicles. It has maintained the largest market share in Europe for over two decades. It ranked seventh in the 2018 Fortune Global 500 list of the world's largest companies.The Volkswagen Group sells passenger cars under the Audi, Bentley, Bugatti, Lamborghini, Porsche, SEAT, Škoda and Volkswagen marques; light commercial vehicles under the Volkswagen Commercial Vehicles brand; motorcycles under the Ducati brand; and heavy commercial vehicles via the marques of listed subsidiary Traton: MAN, Scania, and Volkswagen Caminhões e Ônibus. It is divided into two primary divisions—the Automotive Division and the Financial Services Division—and as of 2008 had approximately 342 subsidiary companies. Volkswagen also has two major joint-ventures in China (FAW-Volkswagen and SAIC Volkswagen). The company has operations in approximately 150 countries and operates 100 production facilities across 27 countries.
Volkswagen was founded in 1937, to manufacture the car which would become known as the Beetle. The company's production grew rapidly in the 1950s and 1960s, and in 1965 it acquired Auto Union, which subsequently produced the first post-war Audi models. Volkswagen launched a new generation of front-wheel drive vehicles in the 1970s, including the Passat, Polo and Golf; the last became its bestseller. Volkswagen acquired a controlling stake in SEAT in 1986, making it the first non-German marque of the company, and acquired control of Škoda in 1994, of Bentley, Lamborghini and Bugatti in 1998, Scania in 2008 and of Ducati, MAN and Porsche in 2012. The company's operations in China have grown rapidly in the past decade with the country becoming its largest market.
Volkswagen Aktiengesellschaft is a public company and has a primary listing on the Frankfurt Stock Exchange, where it is a constituent of the Euro Stoxx 50 stock market index, and secondary listings on the Luxembourg Stock Exchange, SIX Swiss Exchange. It has been traded in the United States via American depositary receipts since 1988, currently on the OTC Marketplace. Volkswagen delisted from the London Stock Exchange in 2013. The state of Lower Saxony holds 12.7% of the company's shares, granting it, by law, 20% of the voting rights."
17,Total,Oil & Gas Operations,France,132.4,216.2,15.9,213.0,18,http://www.forbes.com/companies/total/,0.0746478873239437,0.0735430157261795,"Total SE (French pronunciation: ​[tɔtal]; English:  or ) is a French multinational integrated oil and gas company founded in 1924 and one of the seven ""supermajor"" oil companies. Its businesses cover the entire oil and gas chain, from crude oil and natural gas exploration and production to power generation, transportation, refining, petroleum product marketing, and international crude oil and product trading. Total is also a large scale chemicals manufacturer.
Total has its head office in the Tour Total in La Défense district in Courbevoie, west of Paris. The company is a component of the Euro Stoxx 50 stock market index. In the 2020 Forbes Global 2000, Total SE was ranked as the 29th-largest public company in the world."
18,Agricultural Bank of China,Regional Banks,China,154.8,62.4,14.4,1563.9,19,http://www.forbes.com/companies/agricultural-bank-of-china/,0.009207749856128909,0.230769230769231,"Agricultural Bank of China (ABC), also known as AgBank, is one of the ""Big Four"" banks in the People's Republic of China. It was founded in 1951, and has its headquarters in Dongcheng District, Beijing. It has branches throughout mainland China, Hong Kong, London, Tokyo, New York, Frankfurt, Sydney, Seoul, and Singapore.
ABC has 320 million retail customers, 2.7 million corporate clients, and nearly 24,000 branches. It is China's third largest lender by assets. ABC went public in mid-2010, fetching the world's biggest ever initial public offering (IPO) at the time, since overtaken by the Saudi Arabian state-run petroleum enterprise, Saudi Aramco. In 2011, it ranked eighth among the Top 1000 World Banks, by 2015, it ranked third in Forbes' 13th annual Global 2000 list and in 2017 it ranked fifth.

"
19,BNP Paribas,Major Banks,France,61.5,119.0,7.9,2539.1,20,http://www.forbes.com/companies/bnp-paribas/,0.0031113386633059,0.0663865546218487,"BNP Paribas S.A. is a French international banking group. It is the world's 8th largest bank by total assets, and currently operates with a presence in 72 countries. It was formed through the merger of Banque Nationale de Paris (BNP) and Paribas in 2000, but has a corporate identity stretching back to its first foundation in 1848 as a national bank. It is one of three major international French banks, along with Société Générale and Crédit Agricole. The group is listed on the first market of Euronext Paris and a component of the Euro Stoxx 50 stock market index, while it also included in the French CAC 40 index.
With both a retail banking section and investment banking operations, the bank is present on five continents. Its retail banking networks serve more than 30 million customers in its three domestic markets, France, Belgium and Italy, through several brands such as BNL and Fortis. The retail bank also operates in the Mediterranean region and in Africa. In the Americas, it operates in the western United States as Bank of the West. As an investment bank and international financial services provider for corporate and institutional clients, it is present across Europe, the Americas, and Asia.
BNP Paribas is the largest French banking group and the largest bank in the Eurozone. It became one of the five largest banks in the world following the 2008 financial crisis. Despite some legal difficulties in 2014, including being fined the largest ever sum as reparation for violating US sanctions, it remains one of the ten largest banks worldwide.

"
20,Bank of China,Major Banks,China,129.1,60.8,15.8,1583.7,21,http://www.forbes.com/companies/bank-of-china/,0.009976636989328791,0.259868421052632,"The Bank of China (Chinese: 中国银行; pinyin: Zhōngguó Yínháng; often abbreviated as 中行 or BOC) is one of the four biggest state-owned commercial banks in China. Bank of China is legally separate from its subsidiary Bank of China (Hong Kong), although they maintain close relations in management and administration and co-operate in several areas including reselling BOC's insurance and securities services.
It was founded in 1912 by the Republican government to replace the Daqing Bank. It is the second oldest bank in mainland China still in existence (after the Bank of Communications, founded in 1908). From its establishment until 1942, it issued banknotes on behalf of the Government along with the ""Big Four"" banks of the period: the Farmers Bank of China, Bank of Communications and Central Bank of the Republic of China. Its headquarters are in Xicheng District, Beijing.As of 31 December 2009, it was the second-largest lender in China overall, and the fifth-largest bank in the world by market capitalization value.As of end 2017, it was the fourth-largest bank in the world in terms of assets, ranked after the other three Chinese banks."
21,Apple,Computer Hardware,United States,546.0,127.8,33.0,138.7,22,http://www.forbes.com/companies/apple/,0.23792357606344602,0.258215962441315,"Apple Inc. is an American multinational technology company headquartered in Cupertino, California, that designs, develops, and sells consumer electronics, computer software, and online services. It is considered one of the Big Five companies in the U.S. information technology industry, along with Amazon, Google, Microsoft, and Facebook. Its hardware products include the iPhone smartphone, the iPad tablet computer, the Mac personal computer, the iPod portable media player, the Apple Watch smartwatch, the Apple TV digital media player, the AirPods wireless earbuds, the AirPods Max headphones, and the HomePod smart speaker line. Apple's software includes iOS, iPadOS, macOS, watchOS, and tvOS operating systems, the iTunes media player, the Safari web browser, the Shazam music identifier, and the iLife and iWork creativity and productivity suites, as well as professional applications like Final Cut Pro X, Logic Pro, and Xcode. Its online services include the iTunes Store, the iOS App Store, Mac App Store, Apple Arcade, Apple Music, Apple TV+, iMessage, and iCloud. Other services include Apple Store, Genius Bar, AppleCare, Apple Pay, Apple Pay Cash, and Apple Card.
Apple was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne in April 1976 to develop and sell Wozniak's Apple I personal computer, though Wayne sold his share back within 12 days. It was incorporated as Apple Computer, Inc., in January 1977, and sales of its computers, including the Apple I and Apple II, grew quickly. 
Jobs and Wozniak hired a staff of computer designers and had a production line starting in Jobs' garage. Apple went public in 1980 to instant financial success. Over the next few years, Apple shipped new computers featuring innovative graphical user interfaces, such as the original Macintosh in 1984, and Apple's marketing advertisements for its products received widespread critical acclaim. However, the high price of its products and limited application library caused problems, as did power struggles between executives. In 1985, Wozniak departed Apple amicably and remained an honorary employee, while Jobs resigned to found NeXT, taking a few co-workers with him.As the market for personal computers expanded and evolved through the 1990s, Apple lost considerable market share to the lower-priced duopoly of Microsoft Windows on Intel PC clones. The board recruited CEO Gil Amelio to what would be a 500-day attempt to rehabilitate the financially troubled company—reshaping it with layoffs, executive restructuring, and product focus. He led Apple to buy NeXT in 1997, solving a failed operating system strategy and bringing Jobs back. 
Jobs regained leadership status, becoming CEO in 2000. Apple swiftly returned to profitability under the revitalizing Think different campaign, rebuilding Apple's status by launching the iMac in 1998, opening a retail chain of Apple Stores in 2001, and acquiring numerous companies to broaden the software portfolio. The company was renamed to Apple Inc. in 2007, reflecting a focus toward consumer electronics, and launched the iPhone to critical acclaim and financial success. In August 2011, Jobs resigned as CEO due to health complications, and Tim Cook became the new CEO. Two months later, Jobs died, marking the end of an era for the company. In June 2019, Jony Ive, Apple's CDO, left the company to start his own firm, but stated he would work with Apple as its primary client.
Apple's worldwide annual revenue totaled $274.5 billion for the 2020 fiscal year. Apple is the world's largest technology company by revenue and one of the world's most valuable companies. Apple is the world's 4th-largest PC vendor by unit sales as of January 2021. It is also the world's fourth-largest smartphone manufacturer. In August 2018, Apple became the first publicly traded U.S. company to be valued at over $1 trillion and just two years later, in August 2020 became the first $2 trillion U.S. company. Apple employs 147,000 full-time employees and maintains 510 retail stores in 25 countries as of 2020. It operates the iTunes Store, which is the world's largest music retailer. As of January 2020, more than 1.5 billion Apple products are actively in use worldwide. The company also has a high level of brand loyalty and is ranked as the world's most valuable brand. However, Apple receives significant criticism regarding the labor practices of its contractors, its environmental practices and unethical business practices, including anti-competitive behavior, as well as the origins of source materials."
